"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"POST","admin/locales/form/media","voyager.locales.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/locales/{id}/clone","voyager.locales.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/locales/{id}/record/update","voyager.locales.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/locales/records/order","voyager.locales.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/locales/{id}/record/group","voyager.locales.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/pages/sort/media","voyager.pages.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/pages/update/media","voyager.pages.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/pages/change/media","voyager.pages.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/pages/remove/media","voyager.pages.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/pages/form/media","voyager.pages.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/pages/{id}/clone","voyager.pages.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/pages/{id}/record/update","voyager.pages.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/pages/records/order","voyager.pages.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/pages/{id}/record/group","voyager.pages.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/gallery-types/sort/media","voyager.gallery-types.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/gallery-types/update/media","voyager.gallery-types.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/gallery-types/change/media","voyager.gallery-types.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/gallery-types/remove/media","voyager.gallery-types.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/gallery-types/form/media","voyager.gallery-types.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/gallery-types/{id}/clone","voyager.gallery-types.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/gallery-types/{id}/record/update","voyager.gallery-types.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/gallery-types/records/order","voyager.gallery-types.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/gallery-types/{id}/record/group","voyager.gallery-types.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/gallery-categories/sort/media","voyager.gallery-categories.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/gallery-categories/update/media","voyager.gallery-categories.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/gallery-categories/change/media","voyager.gallery-categories.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/gallery-categories/remove/media","voyager.gallery-categories.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/gallery-categories/form/media","voyager.gallery-categories.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/gallery-categories/{id}/clone","voyager.gallery-categories.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/gallery-categories/{id}/record/update","voyager.gallery-categories.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/gallery-categories/records/order","voyager.gallery-categories.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/gallery-categories/{id}/record/group","voyager.gallery-categories.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/gallery-sizes/sort/media","voyager.gallery-sizes.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/gallery-sizes/update/media","voyager.gallery-sizes.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/gallery-sizes/change/media","voyager.gallery-sizes.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/gallery-sizes/remove/media","voyager.gallery-sizes.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/gallery-sizes/form/media","voyager.gallery-sizes.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/gallery-sizes/{id}/clone","voyager.gallery-sizes.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/gallery-sizes/{id}/record/update","voyager.gallery-sizes.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/gallery-sizes/records/order","voyager.gallery-sizes.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
